ID,HanChar,GroundTruth,ImageBox
DVSKTT_thu.VII.1b.7,歌也置皿則寓理制心存修省即般盤,𰙔也噐皿則寓理制銘心存脩省即殷湯盤銘,"[[32.81818181818182, 55.0], [87.27272727272727, 55.0], [60.0, 815.0], [55.54545454545455, 815.0]]"
DVSKTT_thu.VII.1b.8,之戒也凡其經天地之文治國齊家之道康,之戒也凡其經天緯地之文治國齊家之道靡,"[[5.0, 57.0], [29.0, 57.0], [404.45454545454544, 459.72727272727275], [380.45454545454544, 459.72727272727275]]"
DVSKTT_thu.VII.20a.0,大酷無求仁義思信之言盖實錄無求脩,大誥無非仁義忠信之言藍山實録無非脩齊,"[[256.6363636363636, 62.0], [304.45454545454544, 62.0], [299.0, 801.090909090909], [273.0, 801.090909090909]]"
DVSKTT_thu.VII.20a.1,治平之道宜乎定大越之坤奠皇图之社,治平之道宜乎定大越之乾坤奠皇圖之社稷,"[[228.63636363636363, 62.0], [276.45454545454544, 62.0], [251.0, 802.0], [245.9090909090909, 802.0]]"
DVSKTT_thu.VII.20a.2,世越丁李陈所能及教然後知帝王大业也,𡸈趙丁李陳所䏻及㢤然後知帝王大業也鋼,"[[198.54545454545453, 62.0], [247.36363636363637, 62.0], [221.0, 799.1818181818181], [214.9090909090909, 799.1818181818181]]"
DVSKTT_thu.VII.20a.3,常正道也纲常立而帝王之人业以成仁斐明,常正道也鋼常立而帝王之大業以成仁󰒂明,"[[165.9090909090909, 60.0], [191.9090909090909, 60.0], [561.0, 455.54545454545456], [535.0, 455.54545454545456]]"
DVSKTT_thu.VII.20a.4,而天下之大置以定武推仁麦之心爽仁,而天下之大噐以定湯武推仁󰒂之心爽仁󰒂,"[[138.54545454545453, 61.0], [191.1818181818182, 61.0], [186.63636363636363, 802.9090909090909], [157.63636363636363, 802.9090909090909]]"
DVSKTT_thu.VII.20a.5,之御其得天下以正守天下以仁故有道,之師其得天下以正守天下以仁故䏻臻有道,"[[109.54545454545455, 62.0], [158.36363636363637, 62.0], [154.72727272727272, 802.0], [127.72727272727272, 802.0]]"
DVSKTT_thu.VII.20a.6,之長敛惟,之長欽惟,"[[81.0, 60.0], [124.81818181818181, 60.0], [103.0, 233.36363636363637], [102.81818181818181, 233.36363636363637]]"
DVSKTT_thu.VII.20a.7,太祖高皇帝取天下年明冠鼠之餘其得天下,太祖髙皇帝取天下於狂明㓂亂之餘其得天下,"[[46.90909090909091, 44.0], [74.9090909090909, 44.0], [455.8181818181818, 454.45454545454544], [427.8181818181818, 454.45454545454544]]"
DVSKTT_thu.VII.20a.8,也甚正其守天下也以仁尤必维持之以固,也甚正其守天下也以仁尤必維持之以󰒂固,"[[18.0, 62.0], [65.63636363636363, 62.0], [42.0, 793.4545454545455], [39.81818181818181, 793.4545454545455]]"
DVSKTT_thu.VII.20b.0,結之以仁照臨之以智範圖之以信其齊治,結之以仁照臨之以智範圍之以信其脩齊治,"[[248.8181818181818, 56.0], [298.45454545454544, 56.0], [273.0, 803.6363636363636], [270.6363636363636, 803.6363636363636]]"
DVSKTT_thu.VII.20b.1,平之道则共唐虞三代而比隆于以衍億载,平之道則𭁈唐󰔄三代而比隆于以衍億載綿,"[[218.9090909090909, 57.0], [265.6363636363636, 57.0], [242.0, 798.9090909090909], [239.8181818181818, 798.9090909090909]]"
DVSKTT_thu.VII.20b.2,洪之業其積累固求一日矣方今,洪之業其積累固非一日矣方今,"[[187.0, 56.0], [234.63636363636363, 56.0], [211.0, 597.0], [209.72727272727272, 597.0]]"
DVSKTT_thu.VII.20b.3,皇上陛下收,皇上陛下恢,"[[159.0, 39.0], [204.8181818181818, 39.0], [183.9090909090909, 237.1818181818182], [181.72727272727272, 237.1818181818182]]"
DVSKTT_thu.VII.20b.4,太祖高皇帝之洪圖備,太祖髙皇帝之洪圖備,"[[129.8181818181818, 42.63636363636363], [153.8181818181818, 42.63636363636363], [172.9090909090909, 412.3636363636364], [148.9090909090909, 412.3636363636364]]"
DVSKTT_thu.VII.20b.5,太祖高皇帝之良法特命拱越鑑通考态論盖,太祖髙皇帝之良法特命臣𢮪𧻗鑑通考總論盖,"[[97.0, 39.0], [146.54545454545453, 39.0], [122.0, 812.3636363636363], [119.72727272727272, 812.3636363636363]]"
DVSKTT_thu.VII.20b.6,以扶天地網常之道明帝王治亂之原典夫述,以扶天地綱常之道明帝王治亂之原𭁈夫述,"[[68.72727272727273, 57.0], [115.54545454545455, 57.0], [111.9090909090909, 794.1818181818181], [86.9090909090909, 794.1818181818181]]"
DVSKTT_thu.VII.20b.7,太祖高皇帝之難使天下後世誦念而不,太祖髙皇帝創業之艱難使天下後世誦念而不,"[[38.81818181818182, 38.0], [87.54545454545455, 38.0], [63.0, 811.3636363636363], [58.81818181818181, 811.3636363636363]]"
DVSKTT_thu.VII.20b.8,,忘焉,[]
DVSKTT_thu.VII.20b.9,伏愿,伏願,"[[8.909090909090908, 116.0], [53.72727272727273, 116.0], [31.90909090909091, 199.8181818181818], [30.727272727272727, 199.8181818181818]]"
DVSKTT_thu.VII.21a.0,皇帝陛下於萬幾之講明治道讀趣丁李,皇帝陛下於萬幾之暇講明治道讀趙丁李,"[[252.0, 49.0], [295.8181818181818, 49.0], [274.0, 802.3636363636363], [273.8181818181818, 802.3636363636363]]"
DVSKTT_thu.VII.21a.1,陈之事則知天命人心之去留識國統邦,陳之事則知天命人心之去留識國統󰘊,"[[225.9090909090909, 74.0], [272.6363636363636, 74.0], [249.0, 775.9090909090909], [245.0, 775.9090909090909]]"
DVSKTT_thu.VII.21a.2,圖之隆脊辨君子小人之消長察氣数風,圖之隆賛辨君子小人之消長察氣数風,"[[194.9090909090909, 76.0], [243.54545454545453, 76.0], [219.0, 773.1818181818181], [215.8181818181818, 773.1818181818181]]"
DVSKTT_thu.VII.21a.3,俗之盛裹面歷代政事之得失可得而明,俗之盛衰而歷代政事之得失可得而明,"[[165.0, 71.0], [213.63636363636363, 71.0], [190.0, 778.6363636363636], [186.8181818181818, 778.6363636363636]]"
DVSKTT_thu.VII.21a.4,矣讀本朝,矣讀本朝,"[[137.8181818181818, 71.0], [186.63636363636363, 71.0], [183.9090909090909, 254.8181818181818], [156.9090909090909, 254.8181818181818]]"
DVSKTT_thu.VII.21a.5,太祖高皇帝創業之事则想卧薪嘗之焦,太祖髙皇帝創業之事則想卧薪嘗膽之焦,"[[107.72727272727273, 47.0], [153.63636363636363, 47.0], [130.0, 796.5454545454545], [125.9090909090909, 796.5454545454545]]"
DVSKTT_thu.VII.21a.6,劳念冰雨櫛風之銀苦審制治保邦之至,勞念沐雨櫛風之艰苦審制治保󰘊之至,"[[76.9090909090909, 68.0], [124.63636363636363, 68.0], [101.0, 773.7272727272727], [96.9090909090909, 773.7272727272727]]"
DVSKTT_thu.VII.21a.7,計子氏經國之遠圖而,計恢子民經國之遠圖而,"[[48.0, 69.0], [93.72727272727272, 69.0], [71.0, 512.8181818181818], [68.9090909090909, 512.8181818181818]]"
DVSKTT_thu.VII.21a.8,聖朝宏遠規摸可得而見矣於是圣學益以,聖朝宏遠䂓模可得而見矣於是聖𭓇益以,"[[16.90909090909091, 44.0], [63.63636363636363, 44.0], [40.0, 799.2727272727273], [37.81818181818181, 799.2727272727273]]"
DVSKTT_thu.VII.21b.0,高明聖域益以深治道益以尊隆所以,髙明聖域益以深造治道益以尊隆所以,"[[238.0, 77.0], [280.9090909090909, 77.0], [260.0, 777.0], [259.8181818181818, 777.0]]"
DVSKTT_thu.VII.21b.1,為天地而立心所以網常而立趣生,爲天地而立心所以爲綱常而立極為生,"[[208.0, 77.0], [253.72727272727272, 77.0], [231.0, 772.2727272727273], [230.72727272727272, 772.2727272727273]]"
DVSKTT_thu.VII.21b.2,武面立命为萬世而開太平于以奠國,民而立命為億萬世而開太平于以奠國,"[[180.0, 81.0], [228.63636363636363, 81.0], [205.0, 770.5454545454545], [201.8181818181818, 770.5454545454545]]"
DVSKTT_thu.VII.21b.3,泰磐于以措生民於社席而帝王大,勢於泰盤于以措生民於袵席而帝王大,"[[152.0, 79.0], [198.72727272727272, 79.0], [176.0, 768.5454545454545], [172.0, 768.5454545454545]]"
DVSKTT_thu.VII.21b.4,業洪圖其天地同悠父,業洪圖𭁈天地同悠久矣,"[[124.0, 80.0], [167.8181818181818, 80.0], [146.0, 511.45454545454544], [144.0, 511.45454545454544]]"
DVSKTT_thu.VII.21b.5,顺六年甲戌仲秋,洪順六年甲戌仲秋,"[[96.0, 57.0], [139.9090909090909, 57.0], [139.0, 406.5454545454545], [116.0, 406.5454545454545]]"
DVSKTT_thu.VII.21b.6,赐甲辰科進士特进金紫荣禄大夫少保,賜甲辰科進士特進金紫榮禄大夫少保,"[[66.81818181818181, 82.0], [110.72727272727272, 82.0], [88.0, 769.6363636363636], [85.9090909090909, 769.6363636363636]]"
DVSKTT_thu.VII.21b.7,檀部尚書東阁大学士無國子监祭酒知,禮部尚書東閣大𭓇士兼國子監祭酒知,"[[40.0, 81.0], [62.0, 81.0], [403.8181818181818, 445.8181818181818], [381.8181818181818, 445.8181818181818]]"
DVSKTT_thu.VII.21b.8,筵事哀書伯社國黎奉,經筵事󰦛書伯柱國臣黎嵩謹奉,"[[13.0, 82.0], [53.0, 82.0], [33.0, 643.9090909090909], [33.0, 643.9090909090909]]"
DVSKTT_thu.VII.2a.0,不貫通日放經筵講求治理乃命知部尚書國,不貫通日啟經筵講求治理乃命兵部尙書國,"[[255.0, 61.0], [300.72727272727275, 61.0], [278.0, 802.9090909090909], [275.9090909090909, 802.9090909090909]]"
DVSKTT_thu.VII.2a.1,子监司業兼史馆都總裁武携越鑑通考,子監司業兼史舘都總裁臣武瓊𪮙越鑑通考,"[[225.0, 60.0], [619.9090909090909, 60.0], [619.9090909090909, 454.72727272727275], [595.9090909090909, 454.72727272727275]]"
DVSKTT_thu.VII.2a.2,述自鸿氏至十二使君别為外纪自丁先皇,述自洪庞氏至十二使君列為外紀自丁先皇,"[[196.0, 60.0], [245.54545454545453, 60.0], [221.0, 800.0], [218.72727272727272, 800.0]]"
DVSKTT_thu.VII.2a.3,至,至,"[[169.0, 61.0], [199.8181818181818, 61.0], [188.0, 92.72727272727272], [169.0, 92.72727272727272]]"
DVSKTT_thu.VII.2a.4,國朝,國朝,"[[138.0, 61.0], [178.0, 61.0], [158.0, 146.72727272727272], [158.0, 146.72727272727272]]"
DVSKTT_thu.VII.2a.5,太祖高皇帝大定之初年著為本纪凡二十六卷,太祖髙皇帝大定之初年着為本紀凡二十六卷,"[[105.0, 43.0], [132.0, 43.0], [517.4545454545455, 456.54545454545456], [490.45454545454544, 456.54545454545456]]"
DVSKTT_thu.VII.2a.6,大面三網五常之道以至事物细微之理莫不,大而三綱五常之道以至事物細微之理莫不,"[[76.9090909090909, 59.0], [123.63636363636363, 59.0], [100.0, 800.9090909090909], [98.72727272727272, 800.9090909090909]]"
DVSKTT_thu.VII.2a.7,該载又命秘書监黄櫃等寫為别本以普永,該載又命秘書監黄樞等寫為列本以垂永久,"[[47.0, 60.0], [94.63636363636363, 60.0], [71.0, 797.1818181818181], [70.63636363636363, 797.1818181818181]]"
DVSKTT_thu.VII.2a.8,於是,於是,"[[18.0, 59.0], [63.72727272727273, 59.0], [41.0, 140.9090909090909], [40.72727272727273, 140.9090909090909]]"
DVSKTT_thu.VII.2b.0,皇上陛下以宸心淵廣而包括乎乾坤以天智光,皇上陛下以宸心淵廣而包括乎乾坤以天智光,"[[245.0, 38.0], [291.8181818181818, 38.0], [270.0, 839.9090909090909], [268.6363636363636, 839.9090909090909]]"
DVSKTT_thu.VII.2b.1,明而洞燭乎日月欲撒其大要使一覧之間而,明而洞燭乎日月欲撮其大要使一覧之間而,"[[594.0, 57.0], [618.0, 57.0], [238.0, 459.8181818181818], [214.0, 459.8181818181818]]"
DVSKTT_thu.VII.2b.2,天地綱常之道益者帝王治平之道益明知大,天地綱常之道益著常王治平之道益明如大,"[[183.0, 58.0], [232.63636363636363, 58.0], [209.9090909090909, 813.2727272727273], [208.45454545454544, 813.2727272727273]]"
DVSKTT_thu.VII.2b.3,網既舉而聚目畢張如明鏡既懸面萬象音照,綱既舉而󰕛目畢張如明鏡既懸而萬象皆照,"[[531.9090909090909, 58.90909090909091], [558.9090909090909, 58.90909090909091], [178.0, 463.54545454545456], [151.0, 463.54545454545456]]"
DVSKTT_thu.VII.2b.4,其有關於世教者大矣乃命臣黎高為之總 8,其有關於世教者大矣乃命臣黎嵩為之總論,"[[122.0, 57.0], [168.8181818181818, 57.0], [156.0909090909091, 813.6363636363636], [138.36363636363637, 813.6363636363636]]"
DVSKTT_thu.VII.2b.5,顧學識迁見聞浅薄癸足以商確古今,顧臣學識迂踈見聞淺薄奚足以商確古今𭛁,"[[91.0, 58.0], [138.72727272727272, 58.0], [116.9090909090909, 819.9090909090909], [115.54545454545455, 819.9090909090909]]"
DVSKTT_thu.VII.2b.6,至理然既四泰,揮至理然既叨奉,"[[59.0, 58.0], [106.72727272727272, 58.0], [84.9090909090909, 356.27272727272725], [83.54545454545455, 356.27272727272725]]"
DVSKTT_thu.VII.2b.7,明詔敢不對揚,明詔敢不對揚,"[[29.90909090909091, 60.0], [76.72727272727272, 60.0], [54.90909090909091, 309.5454545454545], [51.72727272727273, 309.5454545454545]]"
DVSKTT_thu.VII.2b.8,聖天子之休命乎臣謹拜手普首而献諭曰臣,聖天子之休命乎臣謹拜手󰏲首而献論曰臣聞,"[[4.0, 40.0], [46.0, 40.0], [26.0, 840.0], [25.818181818181817, 840.0]]"
DVSKTT_thu.VII.3a.0,周易曰有天地然後有萬物有萬物然後有夫,周易曰有天地然後有萬物有萬物然後有夫,"[[248.9090909090909, 63.0], [293.72727272727275, 63.0], [271.0, 811.6363636363636], [268.9090909090909, 811.6363636363636]]"
DVSKTT_thu.VII.3a.1,最有夫婦然後有父子有父子然後有君臣此,婦有夫婦然後有父子有父子然後有君臣此,"[[220.0, 62.0], [268.6363636363636, 62.0], [245.0, 813.4545454545455], [242.72727272727272, 813.4545454545455]]"
DVSKTT_thu.VII.3a.2,網常之道所由者也大学曰心正而后身偷身,綱常之道所由著也大學曰心正而后身脩身,"[[190.9090909090909, 61.0], [237.63636363636363, 61.0], [214.0, 812.4545454545455], [212.72727272727272, 812.4545454545455]]"
DVSKTT_thu.VII.3a.3,将而后家齊家齊而后國治國治而后天下平,脩而后家齊家齊而后國治國治而后天下平,"[[160.0, 61.0], [207.63636363636363, 61.0], [184.0, 810.6363636363636], [182.72727272727272, 810.6363636363636]]"
DVSKTT_thu.VII.3a.4,此治平之道所由行也然则天地之道不能处,此治平之道所由行也然則天地之道不能外,"[[130.0, 61.0], [179.63636363636363, 61.0], [156.0, 810.5454545454545], [153.63636363636363, 810.5454545454545]]"
DVSKTT_thu.VII.3a.5,網常以立極帝玉之道豈能外網常以為洽哉,綱常以立極帝王之道𡸈䏻外綱常以為治㢤,"[[101.0, 61.0], [124.0, 61.0], [496.7272727272727, 457.8181818181818], [473.7272727272727, 457.8181818181818]]"
DVSKTT_thu.VII.3a.6,自鴻氏涇陽王繼神農之後娶洞庭君女,粤自洪庞氏經陽王繼神農之後娶洞庭君女,"[[72.72727272727273, 60.0], [119.54545454545455, 60.0], [95.0, 811.4545454545455], [91.81818181818181, 811.4545454545455]]"
DVSKTT_thu.VII.3a.7,明夫婦之道正風化之原君焉則以德化民,明夫婦之道正風化之原君焉則以德化民垂,"[[40.81818181818182, 62.0], [90.45454545454545, 62.0], [65.0, 811.5454545454545], [62.63636363636363, 811.5454545454545]]"
DVSKTT_thu.VII.3a.8,衣拱手氏则耕田鑒井冉作八息其帝太,衣掑手民焉則耕田𮢶井出作入息其炎帝太,"[[11.0, 61.0], [60.54545454545455, 61.0], [36.0, 809.6363636363636], [34.63636363636363, 809.6363636363636]]"
DVSKTT_thu.VII.3b.0,古之風典貉龍君鴻麗之世娶麗络氏女而,古之風󰊹貉龍君繼鴻庞之世娶甌貉氏女而,"[[240.0, 59.90909090909091], [628.7272727272727, 59.90909090909091], [266.0, 445.72727272727275], [602.7272727272727, 445.72727272727275]]"
DVSKTT_thu.VII.3b.1,生有百男之祥百粤之祖實始於此享國歷年,生有百男之祥百粤之祖實始於此享國歷年,"[[212.8181818181818, 57.0], [262.45454545454544, 57.0], [237.0, 792.2727272727273], [233.72727272727272, 792.2727272727273]]"
DVSKTT_thu.VII.3b.2,最為久長富壽多男自古以來未之有也,最為久長富壽多男自古以來未之有也䧺王,"[[183.9090909090909, 59.0], [230.63636363636363, 59.0], [207.0, 785.7272727272727], [204.8181818181818, 785.7272727272727]]"
DVSKTT_thu.VII.3b.3,嗣能之統務施德惠面撫緩其民專事農,嗣貉龍之統務施德惠而撫綏其民專事農桑,"[[150.0, 60.90909090909091], [178.0, 60.90909090909091], [536.1818181818181, 447.6363636363636], [508.18181818181813, 447.6363636363636]]"
DVSKTT_thu.VII.3b.4,之业康有兵戈之警繼世子孫並以椎王為號,之業靡有兵戈之警繼世子孫並以䧺王為號,"[[123.72727272727273, 59.0], [174.36363636363637, 59.0], [148.0, 784.7272727272727], [144.63636363636363, 784.7272727272727]]"
DVSKTT_thu.VII.3b.5,儿十八世岁经二千餘年結绳為政民無,祚凡十八世𡻕經二千餘年結䋲為政民無詐,"[[92.0, 58.0], [118.0, 58.0], [479.8181818181818, 445.6363636363636], [453.8181818181818, 445.6363636363636]]"
DVSKTT_thu.VII.3b.6,偽可見淳樸野之俗矣後王德衰怠於政事,偽可見淳厖樸野之俗矣後王德衰怠於政事,"[[62.90909090909091, 57.0], [89.9090909090909, 57.0], [451.7272727272727, 446.6363636363636], [424.7272727272727, 446.6363636363636]]"
DVSKTT_thu.VII.3b.7,慶武儲面不脩色以為樂蜀兵一至而圈,廢武僃而不脩󰱏酒色以為樂蜀兵一至而國,"[[36.81818181818182, 56.0], [84.54545454545455, 56.0], [60.0, 785.5454545454545], [56.81818181818181, 785.5454545454545]]"
DVSKTT_thu.VII.3b.8,統遂亡安陽王西徙巴蜀南城雄王都于,綂遂亡安陽王西徒巴蜀南烕䧺王都于螺城,"[[9.636363636363637, 58.0], [59.36363636363636, 58.0], [54.81818181818181, 777.3636363636363], [27.818181818181817, 777.3636363636363]]"
DVSKTT_thu.VII.4a.0,保有貉得派之却泰人之兵無於戰勝,保有甌貉得龟爪之弩却秦人之兵狃於戰勝,"[[253.0, 63.0], [278.0, 63.0], [650.7272727272727, 460.6363636363636], [625.7272727272727, 460.6363636363636]]"
DVSKTT_thu.VII.4a.1,安樂面驕超兵來攻面遇疆失守超武帝乘秦,安樂而驕趙兵來攻而邊疆失守趙武帝承秦,"[[225.0, 63.0], [250.0, 63.0], [622.7272727272727, 460.6363636363636], [597.7272727272727, 460.6363636363636]]"
DVSKTT_thu.VII.4a.2,之乱奄有嶺表都于番禺與漢高祖各帝一方,之亂奄有領表都于番禺與漢髙祖各帝一方,"[[196.9090909090909, 65.0], [243.63636363636363, 65.0], [220.0, 802.1818181818181], [217.8181818181818, 802.1818181818181]]"
DVSKTT_thu.VII.4a.3,有爱民之仁有保邦之智武功乎文教,有爱民之仁有保󰘊之智武功懾乎蠶叢文教,"[[166.9090909090909, 63.0], [191.9090909090909, 63.0], [560.090909090909, 456.72727272727275], [535.090909090909, 456.72727272727275]]"
DVSKTT_thu.VII.4a.4,振乎象郡以封書而化訓國俗以仁義而固結,振乎象郡以詩書而化訓國俗以仁義而固結,"[[138.9090909090909, 63.90909090909091], [531.0, 63.90909090909091], [161.9090909090909, 454.8181818181818], [507.99999999999994, 454.8181818181818]]"
DVSKTT_thu.VII.4a.5,人心教民耕重国富兵强至於遣使一詞,人心教民耕種國富兵強至於遣使一節詞極,"[[107.9090909090909, 62.0], [156.54545454545453, 62.0], [132.0, 805.8181818181818], [129.72727272727272, 805.8181818181818]]"
DVSKTT_thu.VII.4a.6,邀南北交歡天下無事享國百有餘年真英,謙遜南北交歡天下無事享國百有餘年真英,"[[78.0, 62.0], [125.63636363636363, 62.0], [102.0, 807.7272727272727], [99.81818181818181, 807.7272727272727]]"
DVSKTT_thu.VII.4a.7,雄才界之主也文王以武帝之嫡孫纘承業,雄才畧之主也文王以武帝之嫡孫纘承𦾔業,"[[47.81818181818182, 62.0], [98.45454545454545, 62.0], [96.63636363636363, 809.6363636363636], [69.63636363636363, 809.6363636363636]]"
DVSKTT_thu.VII.4a.8,其制度典章一遵先玉成憲感都以義却敵,凡其制度典章一遵先王成憲感鄰以義却敵,"[[18.0, 63.0], [64.72727272727272, 63.0], [42.0, 806.8181818181818], [39.81818181818181, 806.8181818181818]]"
DVSKTT_thu.VII.4b.0,安邀亦繼守成之君也明王嗣德之安於,安邊亦繼體守成之君也明王嗣德之初安於,"[[242.0, 59.0], [287.8181818181818, 59.0], [266.0, 810.4545454545455], [265.6363636363636, 810.4545454545455]]"
DVSKTT_thu.VII.4b.1,縱弛掺后得寵越見康国中不睦紀網大能,縱弛樛后得寵越姬見󰲝國中不睦紀綱大亂,"[[211.0, 61.90909090909091], [609.5454545454545, 61.90909090909091], [235.0, 458.8181818181818], [585.5454545454545, 458.8181818181818]]"
DVSKTT_thu.VII.4b.2,王以童雅之年經國之理毋后潘權臣,哀王以童稚之年昧經國之理母后驕滛權臣,"[[182.0, 59.0], [227.8181818181818, 59.0], [206.0, 810.4545454545455], [204.72727272727272, 810.4545454545455]]"
DVSKTT_thu.VII.4b.3,執政而趙家基業卒至陵夷術陽王以衰之,執政而趙家基業卒至陵夷術陽王以哀王之,"[[520.5454545454545, 60.81818181818182], [552.5454545454545, 60.81818181818182], [178.0, 462.27272727272725], [146.0, 462.27272727272725]]"
DVSKTT_thu.VII.4b.4,元建立於權臣之手智力短浅强虏来侵而趙,兄建立於權臣之守智力短淺強虜來侵而趙,"[[492.7272727272727, 62.90909090909091], [517.7272727272727, 62.90909090909091], [145.0, 457.8181818181818], [492.7272727272727, 457.8181818181818]]"
DVSKTT_thu.VII.4b.5,氏基圖從兹褒浚迹其衰王之祸雖肖吕,氏基圖從茲蕧没迹其哀王之禍雖出於吕嘉,"[[92.0, 61.0], [138.72727272727272, 61.0], [116.0, 814.3636363636363], [115.63636363636363, 814.3636363636363]]"
DVSKTT_thu.VII.4b.6,而實由明王寵嬖后以答之也女色之人,而實由明王寵嬖樛后以啟之也女色之傾人,"[[61.0, 60.0], [105.81818181818181, 60.0], [84.0, 809.5454545454545], [83.72727272727272, 809.5454545454545]]"
DVSKTT_thu.VII.4b.7,国家如此涂可為戒逮夫徵王貴雄王之後,國家如此深可為戒逮夫徵王胃出雄王之後,"[[28.90909090909091, 58.0], [80.45454545454545, 58.0], [56.81818181818182, 815.1818181818181], [53.45454545454545, 815.1818181818181]]"
DVSKTT_thu.VII.4b.8,绿妹俱以勇界聞念蘇定苛政斜率諸部奋,姊妹俱以勇畧聞念蘇定苛政紏率諸部奮󰁮,"[[2.0, 60.0], [48.72727272727273, 60.0], [26.0, 812.5454545454545], [24.727272727272727, 812.5454545454545]]"
DVSKTT_thu.VII.5a.0,雄師大振威各部滕馨應故界定嶺外六十,雄師大振威名郡縣響應故䏻畧定嶺外六十,"[[252.0, 64.0], [277.0, 64.0], [637.9090909090909, 449.72727272727275], [612.9090909090909, 449.72727272727275]]"
DVSKTT_thu.VII.5a.1,五城盡復南越故境亦女中之豪傑也然天不,五成盡復南越故境亦女中之豪傑也然天不,"[[225.8181818181818, 64.0], [273.54545454545456, 64.0], [249.0, 785.9090909090909], [245.8181818181818, 785.9090909090909]]"
DVSKTT_thu.VII.5a.2,旅貉漢兵來侵向使当寺有英雄才界之主则,祚貉漢兵來侵向使當時有英雄才畧之主則,"[[196.0, 63.0], [241.72727272727272, 63.0], [219.0, 788.7272727272727], [216.9090909090909, 788.7272727272727]]"
DVSKTT_thu.VII.5a.3,漢敢宽於嶺我士吉王習兽國之风流學,漢𡸈敢窺於梅嶺㢤士王習魯國之風流學問,"[[166.9090909090909, 61.0], [211.72727272727272, 61.0], [189.0, 792.4545454545455], [186.9090909090909, 792.4545454545455]]"
DVSKTT_thu.VII.5a.4,博洽謙虚下士化國俗以詩書淑人心以禮,博洽謙虚下士化國俗以詩書淑人心以禮樂,"[[137.8181818181818, 61.0], [188.45454545454544, 61.0], [163.0, 788.6363636363636], [158.72727272727272, 788.6363636363636]]"
DVSKTT_thu.VII.5a.5,治國踰四十年境内無事然面子微輕信士匡,治國踰四十年境内無事然而子徽輕信士匡,"[[108.9090909090909, 63.0], [156.63636363636363, 63.0], [154.8181818181818, 786.8181818181818], [129.8181818181818, 786.8181818181818]]"
DVSKTT_thu.VII.5a.6,之言不設兵備遂為吕所害超姬议九之,之言不設兵僃遂為吕岱所害趙嫗以九真之,"[[79.72727272727273, 64.0], [128.45454545454544, 64.0], [124.81818181818181, 787.8181818181818], [98.81818181818181, 787.8181818181818]]"
DVSKTT_thu.VII.5a.7,女聚徒内中攻破城邑諸部景從易於反掌雖,女聚徒山中攻破城邑諸部景從易於反掌雖,"[[48.0, 63.0], [97.54545454545455, 63.0], [73.0, 788.7272727272727], [70.72727272727272, 788.7272727272727]]"
DVSKTT_thu.VII.5a.8,未披嶺表如徵王故事亦女中之雄才也前南,未㨿嶺表如徵王故事亦女中之雄才也前南,"[[18.90909090909091, 62.0], [65.63636363636363, 62.0], [42.0, 791.5454545454545], [39.81818181818181, 791.5454545454545]]"
DVSKTT_thu.VII.5b.0,帝有聰明之至性備文武之奇才此逐萧諸南,帝有聰明之至性僃文武之奇才北逐蕭諮南,"[[239.0, 57.0], [288.54545454545456, 57.0], [264.0, 810.3636363636363], [263.54545454545456, 810.3636363636363]]"
DVSKTT_thu.VII.5b.1,平林邑建國號正尊置百官纪年号有帝王,平林邑建國號正尊稱置百官紀年號有帝王,"[[579.8181818181818, 60.0], [605.8181818181818, 60.0], [234.0, 458.45454545454544], [208.0, 458.45454545454544]]"
DVSKTT_thu.VII.5b.2,観書之大客奈何澈湖之師已貴霸先之寇方,䂓畫之大畧奈何澈湖之師已潰覇先之寇方,"[[551.7272727272727, 60.0], [576.7272727272727, 60.0], [204.0, 457.6363636363636], [179.0, 457.6363636363636]]"
DVSKTT_thu.VII.5b.3,張白牛之書盖有天数也挑郎王以南帝之兄,張白牛之書盖有天數也桃郎王以南帝之兄,"[[149.0, 60.0], [193.9090909090909, 60.0], [173.9090909090909, 801.9090909090909], [172.63636363636363, 801.9090909090909]]"
DVSKTT_thu.VII.5b.4,收烬之卒一戦而败退保野融盖其威力,收餘烬之卒一戦而敗退保野䏻盖其威力不,"[[489.8181818181818, 59.0], [512.8181818181818, 59.0], [141.0, 454.72727272727275], [118.0, 454.72727272727275]]"
DVSKTT_thu.VII.5b.5,足也超越王接前南带之镜保有朱之地物,足也趙越王接前南帝之統保有朱鳶之地初,"[[88.0, 60.0], [134.8181818181818, 60.0], [113.9090909090909, 805.7272727272727], [112.54545454545455, 805.7272727272727]]"
DVSKTT_thu.VII.5b.6,與桃郎乘寺面王卒與後李分國而共治幸,與桃郎乘時而稱王卒與後李分國而共治幸,"[[56.0, 58.0], [107.63636363636363, 58.0], [84.9090909090909, 809.4545454545455], [82.36363636363636, 809.4545454545455]]"
DVSKTT_thu.VII.5b.7,得龍水之瑞大破全梁之兵奈何鳏城之築未,得龍爪之瑞大破全梁之兵奈何螺城之築未,"[[26.0, 60.0], [71.81818181818181, 60.0], [50.90909090909091, 807.6363636363636], [49.63636363636363, 807.6363636363636]]"
DVSKTT_thu.VII.5b.8,乾穆海之師随溺鵬毛之榈是誰也後南帝,乾鴉海之師隨溺鵝毛之禍是誰𠧨也後南帝,"[[2.0, 63.72727272727273], [42.09090909090909, 63.72727272727273], [23.0, 804.8181818181818], [22.0, 804.8181818181818]]"
